#HD#     0.1823816445E+01     0.1913549755E+02 
    0.4779243968E+01     0.1609211417E+00    -0.8292546375E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5145804342E+02 
    0.5126714511E+01     0.1679226693E+00    -0.9430384110E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4686533893E+02 
    0.5486377004E+01     0.1742222683E+00    -0.1066990051E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4284932961E+02 
    0.5858231445E+01     0.1796707241E+00    -0.1201474031E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3932153400E+02 
    0.6242277835E+01     0.1841062889E+00    -0.1346824977E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3620945290E+02 
    0.6638516175E+01     0.1873540326E+00    -0.1503343224E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3345329821E+02 
    0.7046946463E+01     0.1892251527E+00    -0.1671289959E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3100346683E+02 
    0.7467568700E+01     0.1895162389E+00    -0.1850881880E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2881857400E+02 
    0.7900382885E+01     0.1880084848E+00    -0.2042285329E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2686391038E+02 
    0.8345389020E+01     0.1844668412E+00    -0.2245609835E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2511022297E+02 
    0.8802587104E+01     0.1786391039E+00    -0.2460901026E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2353274538E+02 
    0.9271977136E+01     0.1702549304E+00    -0.2688132862E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2211042160E+02 
    0.9753559118E+01     0.1590247766E+00    -0.2927199145E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2082528091E+02 
    0.1024733305E+02     0.1446387479E+00    -0.3177904304E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1966193193E+02 
    0.1075329893E+02     0.1267653568E+00    -0.3439953415E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1860715073E+02 
